原句,分词,词频,关键词(TF-IDF),关键词(TextRank),关键词(我们的方法)
,科技,1,融合,融合,支撑
,深化,1,绿色,绿色,改革
,改革,1,强化,强化,深化
,支撑,1,供给,供给,强化
,推进,1,农村,农村,绿色
,强化,1,装备,装备,装备
,建设,1,科技,科技,供给
,发展,1,支撑,支撑,结构性
,农田,1,,,
,农村,1,,,
,供给,1,,,
,三产,1,,,
,,,,,
科学无国界，创新无止境。国际科技合作对于应对人类面临的全球性挑战具有重要意义。国际热核聚变实验堆计划承载着人类和平利用核聚变能的美好愿望，计划实施以来，中方始终恪守国际承诺，中国企业和科研人员勇挑重担，与国际同行齐心协力，为计划的顺利推进贡献了中国智慧和中国力量。十多年来的积极探索和实践充分证明，开放交流是探索科学前沿的关键路径。,国际,4,核聚变,核聚变,创新
,计划,3,国际,国际,科技
,中国,3,计划,计划,合作
,科学,2,无国界,无国界,科学
,核聚变,2,勇挑重担,勇挑重担,中国
,人类,2,美好愿望,美好愿望,企业
,齐心协力,1,人类,人类,国际
,顺利,1,科学,科学,重要
,面临,1,无止境,无止境,关键
,重要,1,充分证明,充分证明,推进
,路径,1,和平利用,和平利用,人类
,贡献,1,齐心协力,齐心协力,具有
,美好愿望,1,科研人员,科研人员,力量
,积极探索,1,积极探索,积极探索,探索
,科研人员,1,恪守,恪守,开放
,科技,1,,,
,智慧,1,,,
,无止境,1,,,
,无国界,1,,,
,推进,1,,,
,探索,1,,,
,挑战,1,,,
,承载,1,,,
,承诺,1,,,
,意义,1,,,
,恪守,1,,,
,开放,1,,,
,应对,1,,,
,对于,1,,,
,实验,1,,,
,实践,1,,,
,实施,1,,,
,始终,1,,,
,和平利用,1,,,
,同行,1,,,
,合作,1,,,
,十多年,1,,,
,勇挑重担,1,,,
,力量,1,,,
,前沿,1,,,
,创新,1,,,
,具有,1,,,
,关键,1,,,
,全球性,1,,,
,充分证明,1,,,
,企业,1,,,
,以来,1,,,
,交流,1,,,
,中方,1,,,
,,,,,
当前，全球正面临新冠肺炎疫情带来的严峻挑战，人类比以往任何时候都更需要携手前行、共克时艰。中方愿继续同各方加强科研交流合作，合力突破重大关键科学和技术，推进全球科技创新，为增进各国人民福祉、实现全球可持续发展不断作出新贡献。,全球,3,全球,全球,创新
,面临,1,新冠,新冠,科技
,需要,1,共克,共克,发展
,重大,1,时艰,时艰,技术
,贡献,1,福祉,福祉,加强
,肺炎,1,肺炎,肺炎,合作
,继续,1,携手,携手,科学
,突破,1,增进,增进,实现
,科研,1,合力,合力,关键
,科技,1,前行,前行,推进
,科学,1,疫情,疫情,重大
,福祉,1,科研,科研,全球
,疫情,1,中方,中方,人类
,时艰,1,严峻,严峻,突破
,时候,1,各方,各方,人民
,新冠,1,,,
,携手,1,,,
,推进,1,,,
,挑战,1,,,
,持续,1,,,
,技术,1,,,
,当前,1,,,
,带来,1,,,
,实现,1,,,
,增进,1,,,
,合力,1,,,
,合作,1,,,
,各方,1,,,
,各国,1,,,
,发展,1,,,
,加强,1,,,
,前行,1,,,
,创新,1,,,
,关键,1,,,
,共克,1,,,
,作出,1,,,
,任何,1,,,
,以往,1,,,
,人类,1,,,
,人民,1,,,
,交流,1,,,
,中方,1,,,
,严峻,1,,,
,不断,1,,,
,,,,,
要坚持自主创新战略基点，加强基础研究和原始创新，加快突破关键核心技术，加快发展战略性、前沿性、颠覆性技术，加快实施国防科技和武器装备重大战略工程，不断提高我军建设科技含量。,加快,3,加快,加快,创新
,战略,2,前沿性,前沿性,发展
,创新,2,战略,战略,技术
,颠覆性,1,创新,创新,建设
,重大,1,颠覆性,颠覆性,加快
,自主,1,国防科技,国防科技,加强
,突破,1,科技含量,科技含量,战略
,科技含量,1,核心技术,核心技术,研究
,研究,1,武器装备,武器装备,自主
,武器装备,1,战略性,战略性,基础
,核心技术,1,基点,基点,关键
,提高,1,我军,我军,重大
,技术,1,自主,自主,坚持
,战略性,1,原始,原始,提高
,我军,1,关键,关键,突破
,建设,1,,,
,工程,1,,,
,实施,1,,,
,基础,1,,,
,基点,1,,,
,坚持,1,,,
,国防科技,1,,,
,发展,1,,,
,原始,1,,,
,加强,1,,,
,前沿性,1,,,
,关键,1,,,
,不断,1,,,
,,,,,
勇当我国科技和产业创新的开路先锋。当前，新一轮科技革命和产业变革加速演变，更加凸显了加快提高我国科技创新能力的紧迫性。上海和长三角区域不仅要提供优质产品，更要提供高水平科技供给，支撑全国高质量发展。,科技,4,科技,科技,创新
,提供,2,勇当,勇当,科技
,我国,2,开路先锋,开路先锋,发展
,产业,2,产业,产业,加快
,高质量,1,优质产品,优质产品,我国
,高水平,1,我国,我国,产业
,革命,1,紧迫性,紧迫性,提高
,长三角,1,提供,提供,变革
,紧迫性,1,高质量,高质量,支撑
,演变,1,长三角,长三角,创新能力
,更要,1,创新能力,创新能力,革命
,更加,1,更要,更要,更加
,新一轮,1,凸显,凸显,提供
,支撑,1,高水平,高水平,新一轮
,提高,1,变革,变革,当前
,当前,1,,,
,开路先锋,1,,,
,变革,1,,,
,发展,1,,,
,区域,1,,,
,勇当,1,,,
,加速,1,,,
,加快,1,,,
,创新能力,1,,,
,创新,1,,,
,凸显,1,,,
,全国,1,,,
,供给,1,,,
,优质产品,1,,,
,不仅,1,,,
,上海,1,,,
,,,,,
加大科技攻关力度。创新主动权、发展主动权必须牢牢掌握在自己手中。三省一市要集合科技力量，聚焦集成电路、生物医药、人工智能等重点领域和关键环节，尽早取得突破。要支持一批中小微科技型企业创新发展。,发展,2,主动权,主动权,创新
,创新,2,三省,三省,科技
,主动权,2,创新,创新,发展
,领域,1,科技攻关,科技攻关,领域
,集成电路,1,一市,一市,企业
,集合,1,科技型,科技型,突破
,重点,1,关键环节,关键环节,人工智能
,自己,1,人工智能,人工智能,支持
,聚焦,1,生物医药,生物医药,必须
,突破,1,集成电路,集成电路,取得
,科技攻关,1,尽早,尽早,加大
,科技型,1,牢牢,牢牢,一批
,科技,1,聚焦,聚焦,力量
,生物医药,1,集合,集合,重点
,牢牢,1,发展,发展,力度
,支持,1,,,
,掌握,1,,,
,手中,1,,,
,必须,1,,,
,尽早,1,,,
,取得,1,,,
,加大,1,,,
,力量,1,,,
,力度,1,,,
,关键环节,1,,,
,企业,1,,,
,人工智能,1,,,
,中小,1,,,
,三省,1,,,
,一批,1,,,
,一市,1,,,
,,,,,
疫情发生以来，马钢克服困难，率先复工复产，上半年产量和营收同比实现“双升”。要抓住深化国有企业改革和推动长三角一体化发展的重大机遇，加强新材料新技术研发，开发生产更多技术含量高、附加值高的新产品，增强市场竞争力。,马钢,1,双升,双升,发展
,附加值,1,复产,复产,技术
,长三角,1,营收,营收,推动
,重大,1,克服困难,克服困难,加强
,营收,1,马钢,马钢,实现
,竞争力,1,复工,复工,重大
,研发,1,技术含量,技术含量,增强
,疫情,1,附加值,附加值,改革
,生产,1,长三角,长三角,研发
,率先,1,疫情,疫情,生产
,深化,1,国有企业,国有企业,深化
,材料,1,一体化,一体化,市场
,机遇,1,深化,深化,机遇
,改革,1,机遇,机遇,疫情
,推动,1,竞争力,竞争力,抓住
,抓住,1,,,
,技术含量,1,,,
,技术,1,,,
,开发,1,,,
,市场,1,,,
,实现,1,,,
,复工,1,,,
,复产,1,,,
,增强,1,,,
,国有企业,1,,,
,同比,1,,,
,发生,1,,,
,发展,1,,,
,双升,1,,,
,加强,1,,,
,克服困难,1,,,
,以来,1,,,
,产量,1,,,
,产品,1,,,
,上半年,1,,,
,一体化,1,,,
,,,,,
安徽要加快融入长三角一体化发展，实现跨越式发展，关键靠创新。要进一步夯实创新的基础，加快科技成果转化，加快培育新兴产业，锲而不舍、久久为功。,加快,3,加快,加快,创新
,发展,2,为功,为功,发展
,创新,2,创新,创新,加快
,长三角,1,锲而不舍,锲而不舍,基础
,锲而不舍,1,科技成果,科技成果,实现
,进一步,1,跨越式,跨越式,关键
,转化,1,夯实,夯实,培育
,跨越式,1,长三角,长三角,转化
,融入,1,融入,融入,进一步
,科技成果,1,久久,久久,科技成果
,新兴产业,1,新兴产业,新兴产业,新兴产业
,实现,1,一体化,一体化,融入
,安徽,1,培育,培育,一体化
,夯实,1,发展,发展,夯实
,基础,1,安徽,安徽,长三角
,培育,1,,,
,关键,1,,,
,久久,1,,,
,为功,1,,,
,一体化,1,,,
,,,,,
要对标世界一流，加强前沿探索和前瞻布局，加大关键核心技术攻坚力度。,核心技术,1,对标,对标,加强
,攻坚,1,攻坚,攻坚,世界
,探索,1,前瞻,前瞻,关键
,布局,1,核心技术,核心技术,核心技术
,对标,1,前沿,前沿,加大
,加强,1,一流,一流,探索
,加大,1,探索,探索,力度
,力度,1,布局,布局,前沿
,前瞻,1,关键,关键,布局
,前沿,1,力度,力度,一流
,关键,1,加大,加大,攻坚
,世界,1,加强,加强,前瞻
,一流,1,世界,世界,对标
,,,,,
以科技创新催生新发展动能。实现高质量发展，必须实现依靠创新驱动的内涵型增长。我们更要大力提升自主创新能力，尽快突破关键核心技术。这是关系我国发展全局的重大问题，也是形成以国内大循环为主体的关键。,发展,3,关键,关键,创新
,实现,2,创新,创新,科技
,创新,2,发展,发展,发展
,关键,2,实现,实现,我国
,高质量,1,高质量,高质量,我们
,驱动,1,核心技术,核心技术,自主
,问题,1,创新能力,创新能力,实现
,重大,1,催生,催生,关键
,这是,1,更要,更要,重大
,自主,1,全局,全局,突破
,突破,1,内涵,内涵,核心技术
,科技,1,动能,动能,提升
,核心技术,1,驱动,驱动,问题
,更要,1,大力,大力,形成
,提升,1,自主,自主,创新能力
,我国,1,,,
,我们,1,,,
,必须,1,,,
,循环,1,,,
,形成,1,,,
,尽快,1,,,
,大力,1,,,
,增长,1,,,
,国内,1,,,
,动能,1,,,
,创新能力,1,,,
,内涵,1,,,
,关系,1,,,
,全局,1,,,
,催生,1,,,
,依靠,1,,,
,主体,1,,,
,,,,,
我们要充分发挥我国社会主义制度能够集中力量办大事的显著优势，打好关键核心技术攻坚战。要依托我国超大规模市场和完备产业体系，创造有利于新技术快速大规模应用和迭代升级的独特优势，加速科技成果向现实生产力转化，提升产业链水平，维护产业链安全。要发挥企业在技术创新中的主体作用，使企业成为创新要素集成、科技成果转化的生力军，打造科技、教育、产业、金融紧密融合的创新体系。基础研究是创新的源头活水，我们要加大投入，鼓励长期坚持和大胆探索，为建设科技强国夯实基础。要大力培养和引进国际一流人才和科研团队，加大科研单位改革力度，最大限度调动科研人员的积极性，提高科技产出效率。要坚持开放创新，加强国际科技交流合作。,创新,4,创新,创新,创新
,科技,3,科技成果,科技成果,科技
,转化,2,科技,科技,技术
,科技成果,2,产业链,产业链,建设
,我国,2,源头活水,源头活水,我国
,我们,2,一流人才,一流人才,加强
,基础,2,科技交流,科技交流,产业
,坚持,2,转化,转化,我们
,国际,2,主体作用,主体作用,合作
,加大,2,加大,加大,企业
,体系,2,体系,体系,研究
,优势,2,坚持,坚持,国际
,企业,2,优势,优势,基础
,产业链,2,迭代,迭代,体系
,产业,2,产业,产业,关键
,鼓励,1,,,
,集成,1,,,
,集中力量,1,,,
,限度,1,,,
,长期,1,,,
,金融,1,,,
,迭代,1,,,
,超大规模,1,,,
,调动,1,,,
,要素,1,,,
,融合,1,,,
,能够,1,,,
,维护,1,,,
,紧密,1,,,
,积极性,1,,,
,科研单位,1,,,
,科研人员,1,,,
,科研,1,,,
,科技交流,1,,,
,社会主义,1,,,
,研究,1,,,
,生力军,1,,,
,生产力,1,,,
,现实,1,,,
,独特,1,,,
,源头活水,1,,,
,水平,1,,,
,核心技术,1,,,
,有利于,1,,,
,最大,1,,,
,显著,1,,,
,教育,1,,,
,效率,1,,,
,攻坚战,1,,,
,改革,1,,,
,提高,1,,,
,提升,1,,,
,探索,1,,,
,投入,1,,,
,技术创新,1,,,
,技术,1,,,
,打造,1,,,
,成为,1,,,
,快速,1,,,
,强国,1,,,
,引进,1,,,
,开放,1,,,
,建设,1,,,
,应用,1,,,
,市场,1,,,
,完备,1,,,
,安全,1,,,
,夯实,1,,,
,大规模,1,,,
,大胆,1,,,
,大力,1,,,
,大事,1,,,
,培养,1,,,
,团队,1,,,
,合作,1,,,
,发挥,1,,,
,升级,1,,,
,加速,1,,,
,加强,1,,,
,力度,1,,,
,制度,1,,,
,创造,1,,,
,关键,1,,,
,充分发挥,1,,,
,依托,1,,,
,产出,1,,,
,主体作用,1,,,
,一流人才,1,,,
,,,,,
中俄互为最大邻国。在全球新冠肺炎疫情肆虐之际，中俄两国和衷共济、守望相助，如期举办中俄科技创新年，充分体现了中俄新时代全面战略协作伙伴关系的高水平和特殊性。相信中俄携手抗疫、共克时艰的成功实践，必将转化为加强两国交流合作的强大动力。,高水平,1,守望相助,守望相助,创新
,邻国,1,新冠,新冠,科技
,转化,1,抗疫,抗疫,加强
,肺炎,1,共克,共克,合作
,肆虐,1,成功实践,成功实践,战略
,科技,1,时艰,时艰,全球
,相信,1,和衷共济,和衷共济,全面
,疫情,1,伙伴关系,伙伴关系,转化
,特殊性,1,肆虐,肆虐,动力
,最大,1,互为,互为,交流
,时艰,1,特殊性,特殊性,疫情
,时代,1,肺炎,肺炎,时代
,新冠,1,充分体现,充分体现,高水平
,携手,1,邻国,邻国,新冠
,抗疫,1,携手,携手,肺炎
,战略,1,,,
,成功实践,1,,,
,必将,1,,,
,强大,1,,,
,守望相助,1,,,
,如期,1,,,
,和衷共济,1,,,
,合作,1,,,
,协作,1,,,
,动力,1,,,
,加强,1,,,
,创新,1,,,
,共克,1,,,
,全面,1,,,
,全球,1,,,
,充分体现,1,,,
,伙伴关系,1,,,
,交流,1,,,
,互为,1,,,
,之际,1,,,
,举办,1,,,
,两国,1,,,
,,,,,
中俄作为负责任的世界大国和具有重要影响力的科技大国，要顺应时代大潮、把握发展大势，推动两国科研工作者和科技界开展全方位、多层次、宽领域交流合作，为推动全球治理体系变革、构建人类命运共同体作出新的更大贡献。,推动,2,顺应时代,顺应时代,科技
,领域,1,世界大国,世界大国,发展
,顺应时代,1,推动,推动,推动
,重要,1,科技界,科技界,合作
,贡献,1,大潮,大潮,领域
,负责,1,大势,大势,重要
,科研,1,共同体,共同体,体系
,科技界,1,多层次,多层次,全球
,科技,1,全方位,全方位,人类
,治理,1,工作者,工作者,工作者
,构建,1,科研,科研,变革
,把握,1,构建,构建,具有
,影响力,1,影响力,影响力,构建
,开展,1,变革,变革,科研
,工作者,1,大国,大国,开展
,大潮,1,,,
,大国,1,,,
,大势,1,,,
,多层次,1,,,
,命运,1,,,
,合作,1,,,
,变革,1,,,
,发展,1,,,
,具有,1,,,
,共同体,1,,,
,全球,1,,,
,全方位,1,,,
,作出,1,,,
,作为,1,,,
,体系,1,,,
,人类,1,,,
,交流,1,,,
,世界大国,1,,,
,,,,,
近年来，新一轮科技革命和产业变革孕育兴起，带动了数字技术强势崛起，促进了产业深度融合，引领了服务经济蓬勃发展。这次疫情全球大流行期间，远程医疗、在线教育、共享平台、协同办公、跨境电商等服务广泛应用，对促进各国经济稳定、推动国际抗疫合作发挥了重要作用。放眼未来，服务业开放合作正日益成为推动发展的重要力量。,重要,2,电商,电商,科技
,经济,2,在线教育,在线教育,发展
,服务,2,抗疫,抗疫,技术
,推动,2,合作,合作,经济
,合作,2,促进,促进,推动
,促进,2,产业,产业,产业
,产业,2,服务,服务,合作
,革命,1,推动,推动,国际
,远程,1,放眼,放眼,数字
,这次,1,蓬勃发展,蓬勃发展,重要
,近年来,1,孕育,孕育,全球
,跨境,1,共享,共享,发挥
,融合,1,远程,远程,促进
,蓬勃发展,1,跨境,跨境,作用
,稳定,1,疫情,疫情,融合
,科技,1,,,
,疫情,1,,,
,电商,1,,,
,深度,1,,,
,流行,1,,,
,未来,1,,,
,期间,1,,,
,服务业,1,,,
,日益,1,,,
,新一轮,1,,,
,数字,1,,,
,放眼,1,,,
,抗疫,1,,,
,技术,1,,,
,成为,1,,,
,强势,1,,,
,引领,1,,,
,开放,1,,,
,广泛应用,1,,,
,平台,1,,,
,带动,1,,,
,崛起,1,,,
,孕育,1,,,
,在线教育,1,,,
,国际,1,,,
,各国,1,,,
,变革,1,,,
,发挥,1,,,
,发展,1,,,
,协同,1,,,
,医疗,1,,,
,办公,1,,,
,力量,1,,,
,兴起,1,,,
,共享,1,,,
,全球,1,,,
,作用,1,,,
,,,,,
面对前所未知的新型传染性疾病，我们秉持科学精神、科学态度，把遵循科学规律贯穿到决策指挥、病患治疗、技术攻关、社会治理各方面全过程。在没有特效药的情况下，实行中西医结合，先后推出八版全国新冠肺炎诊疗方案，筛选出“三药三方”等临床有效的中药西药和治疗办法，被多个国家借鉴和使用。无论是抢建方舱医院，还是多条技术路线研发疫苗；无论是开展大规模核酸检测、大数据追踪溯源和健康码识别，还是分区分级差异化防控、有序推进复工复产，都是对科学精神的尊崇和弘扬，都为战胜疫情提供了强大科技支撑！,科学,3,科学,科学,科技
,还是,2,无论是,无论是,技术
,精神,2,抢建,抢建,国家
,治疗,2,八版,八版,我们
,无论是,2,新冠,新冠,科学
,技术,2,三药,三药,社会
,面对,1,方舱,方舱,推进
,防控,1,复产,复产,支撑
,遵循,1,治疗,治疗,方面
,追踪,1,精神,精神,精神
,路线,1,科学态度,科学态度,研发
,贯穿,1,病患,病患,提供
,诊疗,1,特效药,特效药,开展
,识别,1,溯源,溯源,攻关
,规律,1,复工,复工,数据
,西药,1,,,
,肺炎,1,,,
,结合,1,,,
,筛选,1,,,
,科技,1,,,
,科学态度,1,,,
,秉持,1,,,
,社会,1,,,
,研发,1,,,
,病患,1,,,
,疾病,1,,,
,疫苗,1,,,
,疫情,1,,,
,特效药,1,,,
,溯源,1,,,
,治理,1,,,
,没有,1,,,
,检测,1,,,
,核酸,1,,,
,未知,1,,,
,有效,1,,,
,有序,1,,,
,方面,1,,,
,方舱,1,,,
,方案,1,,,
,新型,1,,,
,新冠,1,,,
,数据,1,,,
,攻关,1,,,
,支撑,1,,,
,提供,1,,,
,推进,1,,,
,推出,1,,,
,指挥,1,,,
,抢建,1,,,
,战胜,1,,,
,我们,1,,,
,情况,1,,,
,强大,1,,,
,弘扬,1,,,
,开展,1,,,
,差异化,1,,,
,尊崇,1,,,
,实行,1,,,
,大规模,1,,,
,多条,1,,,
,多个,1,,,
,复工,1,,,
,复产,1,,,
,国家,1,,,
,医院,1,,,
,办法,1,,,
,分级,1,,,
,分区,1,,,
,决策,1,,,
,八版,1,,,
,全过程,1,,,
,全国,1,,,
,先后,1,,,
,健康,1,,,
,借鉴,1,,,
,使用,1,,,
,传染性,1,,,
,临床,1,,,
,中西医,1,,,
,中药,1,,,
,三药,1,,,
,三方,1,,,
,,,,,
要加大药品和疫苗科研攻关力度，深入开展爱国卫生运动，加强公共卫生设施建设，提升全社会文明程度，用千千万万个文明健康的小环境筑牢常态化疫情防控的社会大防线。,社会,2,文明,文明,建设
,文明,2,爱国卫生,爱国卫生,加强
,防线,1,千千万万个,千千万万个,社会
,防控,1,筑牢,筑牢,提升
,运动,1,攻关,攻关,加大
,设施,1,深入开展,深入开展,科研
,药品,1,公共卫生,公共卫生,环境
,筑牢,1,社会,社会,力度
,程度,1,防控,防控,攻关
,科研,1,防线,防线,健康
,疫苗,1,常态,常态,疫情
,疫情,1,疫情,疫情,疫苗
,环境,1,科研,科研,防控
,爱国卫生,1,药品,药品,文明
,深入开展,1,疫苗,疫苗,深入开展
,攻关,1,,,
,提升,1,,,
,建设,1,,,
,常态,1,,,
,千千万万个,1,,,
,加强,1,,,
,加大,1,,,
,力度,1,,,
,公共卫生,1,,,
,健康,1,,,
,,,,,
党的十八大以来，我们高度重视科技创新工作，坚持把创新作为引领发展的第一动力。通过全社会共同努力，我国科技事业取得历史性成就、发生历史性变革。重大创新成果竞相涌现，一些前沿领域开始进入并跑、领跑阶段，科技实力正在从量的积累迈向质的飞跃，从点的突破迈向系统能力提升。在这次抗击新冠肺炎疫情过程中，广大科技工作者在治疗、疫苗研发、防控等多个重要领域开展科研攻关，为统筹推进疫情防控和经济社会发展提供了有力支撑、作出了重大贡献。,科技,3,迈向,迈向,创新
,创新,3,科技,科技,科技
,领域,2,历史性,历史性,发展
,防控,2,创新,创新,我国
,迈向,2,防控,防控,我们
,疫情,2,疫情,疫情,领域
,发展,2,从量,从量,重要
,历史性,2,从点,从点,社会
,高度重视,1,新冠,新冠,推进
,飞跃,1,科技事业,科技事业,重大
,领跑,1,领域,领域,坚持
,阶段,1,攻关,攻关,突破
,重要,1,领跑,领跑,提升
,重大贡献,1,重大贡献,重大贡献,工作者
,重大,1,竞相,竞相,工作
,通过,1,,,
,进入,1,,,
,这次,1,,,
,过程,1,,,
,能力,1,,,
,肺炎,1,,,
,统筹,1,,,
,经济社会,1,,,
,系统,1,,,
,第一,1,,,
,竞相,1,,,
,突破,1,,,
,积累,1,,,
,科研,1,,,
,科技事业,1,,,
,社会,1,,,
,研发,1,,,
,疫苗,1,,,
,涌现,1,,,
,治疗,1,,,
,正在,1,,,
,有力,1,,,
,新冠,1,,,
,攻关,1,,,
,支撑,1,,,
,提升,1,,,
,提供,1,,,
,推进,1,,,
,抗击,1,,,
,我国,1,,,
,我们,1,,,
,成果,1,,,
,成就,1,,,
,引领,1,,,
,开展,1,,,
,开始,1,,,
,广大,1,,,
,工作者,1,,,
,工作,1,,,
,实力,1,,,
,多个,1,,,
,坚持,1,,,
,变革,1,,,
,取得,1,,,
,发生,1,,,
,十八,1,,,
,动力,1,,,
,前沿,1,,,
,共同努力,1,,,
,作出,1,,,
,作为,1,,,
,以来,1,,,
,从量,1,,,
,从点,1,,,
,一些,1,,,
,,,,,
当今世界正经历百年未有之大变局，我国发展面临的国内外环境发生深刻复杂变化，我国“十四五”时期以及更长时期的发展对加快科技创新提出了更为迫切的要求。一是加快科技创新是推动高质量发展的需要。建设现代化经济体系，推动质量变革、效率变革、动力变革，都需要强大科技支撑。二是加快科技创新是实现人民高品质生活的需要。当前，我国社会主要矛盾已经转化为人民日益增长的美好生活需要和不平衡不充分的发展之间的矛盾，为满足人民对美好生活的向往，必须推出更多涉及民生的科技创新成果。三是加快科技创新是构建新发展格局的需要。推动国内大循环，必须坚持供给侧结构性改革这一主线，提高供给体系质量和水平，以新供给创造新需求，科技创新是关键。畅通国内国际双循环，也需要科技实力，保障产业链供应链安全稳定。四是加快科技创新是顺利开启全面建设社会主义现代化国家新征程的需要。从最初提出“四个现代化”到现在提出全面建设社会主义现代化强国，科学技术现代化从来都是我国实现现代化的重要内容。,科技,9,科技,科技,创新
,需要,7,现代化,现代化,科技
,创新,7,创新,创新,发展
,现代化,6,需要,需要,建设
,发展,5,加快,加快,经济
,加快,5,变革,变革,国家
,我国,4,美好生活,美好生活,推动
,提出,3,供给,供给,加快
,推动,3,我国,我国,我国
,建设,3,发展,发展,国际
,变革,3,推动,推动,重要
,供给,3,人民,人民,实现
,人民,3,建设,建设,体系
,质量,2,提出,提出,社会
,美好生活,2,社会主义,社会主义,关键
,社会主义,2,,,
,时期,2,,,
,必须,2,,,
,实现,2,,,
,国内,2,,,
,全面,2,,,
,体系,2,,,
,高质量,1,,,
,高品质,1,,,
,顺利,1,,,
,面临,1,,,
,需求,1,,,
,重要,1,,,
,迫切,1,,,
,这一,1,,,
,转化,1,,,
,要求,1,,,
,结构性,1,,,
,经济,1,,,
,经历,1,,,
,稳定,1,,,
,科学技术,1,,,
,社会,1,,,
,矛盾,1,,,
,百年,1,,,
,畅通,1,,,
,生活,1,,,
,现在,1,,,
,环境,1,,,
,满足,1,,,
,深刻,1,,,
,涉及,1,,,
,水平,1,,,
,民生,1,,,
,格局,1,,,
,构建,1,,,
,未有,1,,,
,最初,1,,,
,更长,1,,,
,更为,1,,,
,日益增长,1,,,
,效率,1,,,
,改革,1,,,
,支撑,1,,,
,提高,1,,,
,推出,1,,,
,成果,1,,,
,循环,1,,,
,征程,1,,,
,当前,1,,,
,当今世界,1,,,
,强大,1,,,
,强国,1,,,
,开启,1,,,
,平衡,1,,,
,已经,1,,,
,实力,1,,,
,安全,1,,,
,大变局,1,,,
,复杂,1,,,
,坚持,1,,,
,国际,1,,,
,国家,1,,,
,国内外,1,,,
,四是,1,,,
,四个,1,,,
,向往,1,,,
,变化,1,,,
,发生,1,,,
,双循环,1,,,
,十四五,1,,,
,动力,1,,,
,创造,1,,,
,内容,1,,,
,关键,1,,,
,充分,1,,,
,保障,1,,,
,供应链,1,,,
,以新,1,,,
,以及,1,,,
,从来,1,,,
,产业链,1,,,
,二是,1,,,
,之间,1,,,
,主要矛盾,1,,,
,主线,1,,,
,三是,1,,,
,一是,1,,,
,,,,,
现在，我国经济社会发展和民生改善比过去任何时候都更加需要科学技术解决方案，都更加需要增强创新这个第一动力。同时，在激烈的国际竞争面前，在单边主义、保护主义上升的大背景下，我们必须走出适合国情的创新路子，特别是要把原始创新能力提升摆在更加突出的位置，努力实现更多“从0到1”的突破。希望广大科学家和科技工作者肩负起历史责任，坚持面向世界科技前沿、面向经济主战场、面向国家重大需求、面向人民生命健康，不断向科学技术广度和深度进军。,面向,3,面向,面向,创新
,更加,3,更加,更加,科技
,需要,2,科学技术,科学技术,发展
,科学技术,2,科技前沿,科技前沿,经济
,创新,2,单边主义,单边主义,国家
,面向世界,1,面向世界,面向世界,我国
,面前,1,创新,创新,我们
,需求,1,肩负起,肩负起,重大
,重大,1,国际竞争,国际竞争,坚持
,适合,1,主战场,主战场,突破
,进军,1,路子,路子,提升
,这个,1,努力实现,努力实现,工作者
,过去,1,广度,广度,人民
,路子,1,国情,国情,不断
,走出,1,创新能力,创新能力,科学技术
,责任,1,,,
,解决方案,1,,,
,背景,1,,,
,肩负起,1,,,
,经济社会,1,,,
,经济,1,,,
,第一,1,,,
,突破,1,,,
,突出,1,,,
,科技前沿,1,,,
,科技,1,,,
,科学家,1,,,
,生命,1,,,
,现在,1,,,
,特别,1,,,
,激烈,1,,,
,深度,1,,,
,民生,1,,,
,时候,1,,,
,改善,1,,,
,摆在,1,,,
,提升,1,,,
,我国,1,,,
,我们,1,,,
,必须,1,,,
,广度,1,,,
,广大,1,,,
,希望,1,,,
,工作者,1,,,
,增强,1,,,
,坚持,1,,,
,国际竞争,1,,,
,国情,1,,,
,国家,1,,,
,同时,1,,,
,发展,1,,,
,原始,1,,,
,历史,1,,,
,单边主义,1,,,
,努力实现,1,,,
,动力,1,,,
,创新能力,1,,,
,健康,1,,,
,保护主义,1,,,
,位置,1,,,
,任何,1,,,
,人民,1,,,
,主战场,1,,,
,不断,1,,,
,上升,1,,,
,,,,,
我国拥有数量众多的科技工作者、规模庞大的研发投入，初步具备了在一些领域同国际先进水平同台竞技的条件，关键是要改善科技创新生态，激发创新创造活力，给广大科学家和科技工作者搭建施展才华的舞台，让科技创新成果源源不断涌现出来。,科技,4,科技,科技,创新
,创新,3,创新,创新,科技
,工作者,2,工作者,工作者,我国
,领域,1,施展才华,施展才华,领域
,规模,1,同台,同台,国际
,舞台,1,竞技,竞技,关键
,竞技,1,源源不断,源源不断,工作者
,科学家,1,涌现,涌现,广大
,研发,1,搭建,搭建,成果
,生态,1,活力,活力,科学家
,激发,1,激发,激发,水平
,源源不断,1,生态,生态,研发
,涌现,1,舞台,舞台,创造
,活力,1,庞大,庞大,先进
,水平,1,研发,研发,投入
,条件,1,,,
,施展才华,1,,,
,数量,1,,,
,改善,1,,,
,搭建,1,,,
,拥有,1,,,
,投入,1,,,
,我国,1,,,
,成果,1,,,
,庞大,1,,,
,广大,1,,,
,国际,1,,,
,同台,1,,,
,初步,1,,,
,创造,1,,,
,出来,1,,,
,具备,1,,,
,关键,1,,,
,先进,1,,,
,众多,1,,,
,一些,1,,,
,,,,,
