原句,分词,词频,关键词(TF-IDF),关键词(TextRank),关键词(我们的方法)
,核心技术,1,,,
,核心,1,,,
,整体,1,,,
,效能,1,,,
,改革,1,,,
,摆在,1,,,
,提升,1,,,
,抢抓,1,,,
,把握,1,,,
,扩大,1,,,
,战略目标,1,,,
,战略,1,,,
,我国,1,,,
,成果,1,,,
,惠及,1,,,
,态势,1,,,
,形成,1,,,
,形势,1,,,
,引领,1,,,
,开放,1,,,
,建设,1,,,
,广大,1,,,
,带动,1,,,
,工作,1,,,
,实现,1,,,
,实施,1,,,
,奋勇争先,1,,,
,天下,1,,,
,大势,1,,,
,基础,1,,,
,国际,1,,,
,国内外,1,,,
,合作,1,,,
,可控,1,,,
,只争朝夕,1,,,
,取得,1,,,
,原始,1,,,
,协调,1,,,
,十九,1,,,
,动员,1,,,
,加强,1,,,
,前沿,1,,,
,创造性,1,,,
,分析,1,,,
,出台,1,,,
,关键,1,,,
,党中央,1,,,
,先机,1,,,
,充分发挥,1,,,
,充分,1,,,
,使命感,1,,,
,作用,1,,,
,体制改革,1,,,
,位置,1,,,
,以来,1,,,
,人类,1,,,
,人民,1,,,
,产业链,1,,,
,举措,1,,,
,主动性,1,,,
,主动,1,,,
,世界,1,,,
,一系列,1,,,
,,,,,
2016年我们召开了全国科技创新大会、两院院士大会和中国科协第九次全国代表大会，2018年我们召开了两院院士大会。几年来，在党中央坚强领导下，在全国科技界和社会各界共同努力下，我国科技实力正在从量的积累迈向质的飞跃、从点的突破迈向系统能力提升，科技创新取得新的历史性成就。,科技,3,迈向,迈向,创新
,大会,3,大会,大会,科技
,院士,2,两院,两院,我国
,迈向,2,科技,科技,我们
,我们,2,院士,院士,突破
,召开,2,2016,2016,提升
,创新,2,2018,2018,能力
,全国,2,从量,从量,取得
,两院,2,从点,从点,院士
,飞跃,1,创新,创新,领导
,领导,1,召开,召开,全国
,能力,1,中国科协,中国科协,正在
,系统,1,科技界,科技界,实力
,第九次,1,第九次,第九次,系统
,突破,1,全国,全国,科技界
,积累,1,,,
,科技界,1,,,
,社会各界,1,,,
,正在,1,,,
,提升,1,,,
,我国,1,,,
,成就,1,,,
,实力,1,,,
,坚强,1,,,
,取得,1,,,
,历史性,1,,,
,几年,1,,,
,共同努力,1,,,
,全国代表大会,1,,,
,党中央,1,,,
,从量,1,,,
,从点,1,,,
,中国科协,1,,,
,2018,1,,,
,2016,1,,,
,,,,,
基础研究和原始创新取得重要进展。基础研究整体实力显著加强，化学、材料、物理、工程等学科整体水平明显提升。在量子信息、干细胞、脑科学等前沿方向上取得一批重大原创成果。成功组织了一批重大基础研究任务，“嫦娥五号”实现地外天体采样返回，“天问一号”开启火星探测，“怀柔一号”引力波暴高能电磁对应体全天监测器卫星成功发射，“慧眼号”直接测量到迄今宇宙最强磁场，500米口径球面射电望远镜首次发现毫秒脉冲星，新一代“人造太阳”首次放电，“雪龙2”号首航南极，76个光子的量子计算原型机“九章”、62比特可编程超导量子计算原型机“祖冲之号”成功问世。散裂中子源等一批具有国际一流水平的重大科技基础设施通过验收。,量子,3,量子,量子,创新
,重大,3,一批,一批,科技
,研究,3,原型机,原型机,加强
,成功,3,一号,一号,研究
,基础,3,重大,重大,国际
,一批,3,成功,成功,重要
,首次,2,基础,基础,基础
,计算,2,脑科学,脑科学,实现
,水平,2,监测器,监测器,重大
,取得,2,研究,研究,提升
,原型机,2,地外,地外,成果
,一号,2,500,500,具有
,高能,1,76,76,水平
,验收,1,62,62,取得
,首航,1,散裂,散裂,一批
,雪龙,1,,,
,问世,1,,,
,重要,1,,,
,采样,1,,,
,通过,1,,,
,进展,1,,,
,返回,1,,,
,迄今,1,,,
,超导,1,,,
,脑科学,1,,,
,脉冲星,1,,,
,组织,1,,,
,科技,1,,,
,祖冲之,1,,,
,磁场,1,,,
,直接,1,,,
,监测器,1,,,
,电磁,1,,,
,球面,1,,,
,物理,1,,,
,火星,1,,,
,测量,1,,,
,毫秒,1,,,
,比特,1,,,
,材料,1,,,
,望远镜,1,,,
,最强,1,,,
,显著,1,,,
,明显,1,,,
,方向,1,,,
,新一代,1,,,
,整体实力,1,,,
,整体,1,,,
,散裂,1,,,
,放电,1,,,
,提升,1,,,
,探测,1,,,
,成果,1,,,
,慧眼,1,,,
,怀柔,1,,,
,引力波,1,,,
,开启,1,,,
,干细胞,1,,,
,工程,1,,,
,射电,1,,,
,对应,1,,,
,实现,1,,,
,宇宙,1,,,
,学科,1,,,
,嫦娥,1,,,
,太阳,1,,,
,天问,1,,,
,天体,1,,,
,基础设施,1,,,
,地外,1,,,
,国际,1,,,
,可编程,1,,,
,口径,1,,,
,发现,1,,,
,发射,1,,,
,原始,1,,,
,原创,1,,,
,卫星,1,,,
,南极,1,,,
,化学,1,,,
,加强,1,,,
,前沿,1,,,
,创新,1,,,
,具有,1,,,
,全天,1,,,
,光子,1,,,
,信息,1,,,
,任务,1,,,
,人造,1,,,
,五号,1,,,
,九章,1,,,
,中子源,1,,,
,一流,1,,,
,76,1,,,
,62,1,,,
,500,1,,,
,,,,,
战略高技术领域取得新跨越。在深海、深空、深地、深蓝等领域积极抢占科技制高点。“海斗一号”完成万米海试，“奋斗者”号成功坐底，北斗卫星导航系统全面开通，中国空间站天和核心舱成功发射，“长征五号”遥三运载火箭成功发射，世界最强流深地核天体物理加速器成功出束，“神威·太湖之光”超级计算机首次实现千万核心并行第一性原理计算模拟，“墨子号”实现无中继千公里级量子密钥分发。“天鲲号”首次试航成功。“国和一号”和“华龙一号”三代核电技术取得新突破。,成功,5,成功,成功,科技
,一号,3,一号,一号,技术
,首次,2,发射,发射,中国
,领域,2,深空,深空,领域
,核心,2,超级计算机,超级计算机,世界
,实现,2,千公里,千公里,战略
,取得,2,深地,深地,实现
,发射,2,海斗,海斗,突破
,高技术,1,海试,海试,积极
,长征,1,奋斗者,奋斗者,全面
,量子,1,坐底,坐底,取得
,遥三,1,遥三,遥三,量子
,运载火箭,1,流深,流深,高技术
,跨越,1,出束,出束,核心
,超级计算机,1,天鲲,天鲲,成功
,试航,1,,,
,计算,1,,,
,第一性,1,,,
,突破,1,,,
,空间站,1,,,
,积极,1,,,
,科技,1,,,
,神威,1,,,
,物理,1,,,
,深蓝,1,,,
,深空,1,,,
,深海,1,,,
,深地,1,,,
,海试,1,,,
,海斗,1,,,
,流深,1,,,
,模拟,1,,,
,核电,1,,,
,最强,1,,,
,抢占,1,,,
,技术,1,,,
,战略,1,,,
,开通,1,,,
,并行,1,,,
,导航系统,1,,,
,密钥,1,,,
,完成,1,,,
,奋斗者,1,,,
,太湖,1,,,
,天鲲,1,,,
,天体,1,,,
,墨子,1,,,
,坐底,1,,,
,地核,1,,,
,原理,1,,,
,卫星,1,,,
,华龙,1,,,
,千公里,1,,,
,千万,1,,,
,北斗,1,,,
,加速器,1,,,
,制高点,1,,,
,分发,1,,,
,出束,1,,,
,全面,1,,,
,五号,1,,,
,之光,1,,,
,中继,1,,,
,中国,1,,,
,世界,1,,,
,三代,1,,,
,万米,1,,,
,,,,,
高端产业取得新突破。C919大飞机准备运营，时速600公里高速磁浮试验样车成功试跑，最大直径盾构机顺利始发。北京大兴国际机场正式投运，港珠澳大桥开通营运。智能制造取得长足进步，人工智能、数字经济蓬勃发展，图像识别、语音识别走在全球前列，5G移动通信技术率先实现规模化应用。新能源汽车加快发展。消费级无人机占据一半以上的全球市场。甲醇制烯烃技术持续创新带动了我国煤制烯烃产业快速发展。,烯烃,2,烯烃,烯烃,创新
,技术,2,磁浮,磁浮,发展
,取得,2,C919,C919,技术
,发展,2,600,600,经济
,全球,2,试跑,试跑,加快
,产业,2,港珠澳,港珠澳,我国
,高速,1,图像识别,图像识别,产业
,高端,1,5G,5G,国际
,飞机,1,煤制,煤制,数字
,顺利,1,始发,始发,实现
,长足进步,1,长足进步,长足进步,全球
,通信,1,投运,投运,突破
,运营,1,产业,产业,人工智能
,语音,1,取得,取得,应用
,试验,1,全球,全球,取得
,试跑,1,,,
,识别,1,,,
,规模化,1,,,
,蓬勃发展,1,,,
,营运,1,,,
,经济,1,,,
,突破,1,,,
,移动,1,,,
,磁浮,1,,,
,盾构,1,,,
,直径,1,,,
,甲醇,1,,,
,率先,1,,,
,煤制,1,,,
,港珠澳,1,,,
,消费,1,,,
,汽车,1,,,
,正式,1,,,
,样车,1,,,
,机场,1,,,
,最大,1,,,
,智能,1,,,
,时速,1,,,
,无人机,1,,,
,新能源,1,,,
,数字,1,,,
,持续,1,,,
,投运,1,,,
,我国,1,,,
,成功,1,,,
,快速,1,,,
,开通,1,,,
,应用,1,,,
,带动,1,,,
,市场,1,,,
,实现,1,,,
,始发,1,,,
,大桥,1,,,
,大兴,1,,,
,图像识别,1,,,
,国际,1,,,
,占据,1,,,
,北京,1,,,
,加快,1,,,
,前列,1,,,
,制造,1,,,
,创新,1,,,
,准备,1,,,
,公里,1,,,
,以上,1,,,
,人工智能,1,,,
,一半,1,,,
,C919,1,,,
,600,1,,,
,5G,1,,,
,,,,,
科技在新冠肺炎疫情防控中发挥了重要作用。科技界为党和政府科学应对疫情提供了科技和决策支撑。成功分离出世界上首个新冠病毒毒株，完成病毒基因组测序，开发一批临床救治药物、检测设备和试剂，研发应用多款疫苗，科技在控制传染、病毒溯源、疾病救治、疫苗和药物研发、复工复产等方面提供了有力支撑，打了一场成功的科技抗疫战。,科技,4,新冠,新冠,科技
,病毒,3,科技,科技,科学
,药物,2,病毒,病毒,世界
,研发,2,救治,救治,重要
,疫苗,2,疫情,疫情,发挥
,疫情,2,疫苗,疫苗,作用
,新冠,2,测序,测序,应用
,救治,2,研发,研发,支撑
,支撑,2,药物,药物,方面
,提供,2,复产,复产,研发
,成功,2,抗疫战,抗疫战,一批
,首个,1,支撑,支撑,提供
,防控,1,毒株,毒株,疫情
,重要,1,基因组,基因组,开发
,试剂,1,成功,成功,有力
,设备,1,,,
,肺炎,1,,,
,科技界,1,,,
,科学,1,,,
,疾病,1,,,
,溯源,1,,,
,测序,1,,,
,毒株,1,,,
,检测,1,,,
,有力,1,,,
,方面,1,,,
,控制,1,,,
,抗疫战,1,,,
,开发,1,,,
,应用,1,,,
,应对,1,,,
,完成,1,,,
,多款,1,,,
,复工,1,,,
,复产,1,,,
,基因组,1,,,
,发挥,1,,,
,分离,1,,,
,决策,1,,,
,党和政府,1,,,
,作用,1,,,
,传染,1,,,
,临床,1,,,
,世界,1,,,
,一批,1,,,
,一场,1,,,
,,,,,
民生科技领域取得显著成效。医用重离子加速器、磁共振、彩超、CT等高端医疗装备国产化替代取得重大进展。运用科技手段构建精准扶贫新模式，为贫困地区培育科技产业、培养科技人才，科技在打赢脱贫攻坚战中发挥了重要作用。煤炭清洁高效燃烧、钢铁多污染物超低排放控制等多项关键技术推广应用，促进了空气质量改善。,科技,2,彩超,彩超,科技
,取得,2,CT,CT,重要
,高端,1,科技,科技,发挥
,高效,1,科技领域,科技领域,促进
,钢铁,1,脱贫,脱贫,作用
,重要,1,科技产业,科技产业,取得
,重离子,1,取得,取得,构建
,重大进展,1,重离子,重离子,培育
,运用,1,科技人才,科技人才,培养
,超低,1,磁共振,磁共振,模式
,贫困地区,1,贫困地区,贫困地区,科技人才
,装备,1,攻坚战,攻坚战,运用
,脱贫,1,空气质量,空气质量,高效
,精准,1,重大进展,重大进展,装备
,空气质量,1,国产化,国产化,科技领域
,科技领域,1,,,
,科技人才,1,,,
,科技产业,1,,,
,磁共振,1,,,
,燃烧,1,,,
,煤炭,1,,,
,清洁,1,,,
,污染物,1,,,
,民生,1,,,
,模式,1,,,
,构建,1,,,
,替代,1,,,
,显著,1,,,
,攻坚战,1,,,
,改善,1,,,
,推广应用,1,,,
,控制,1,,,
,排放,1,,,
,扶贫,1,,,
,打赢,1,,,
,手段,1,,,
,成效,1,,,
,彩超,1,,,
,多项,1,,,
,培育,1,,,
,培养,1,,,
,国产化,1,,,
,发挥,1,,,
,医疗,1,,,
,医用,1,,,
,加速器,1,,,
,关键技术,1,,,
,促进,1,,,
,作用,1,,,
,CT,1,,,
,,,,,
国防科技创新取得重大成就。国防科技有力支撑重大武器装备研制发展，首艘国产航母下水，第五代战机歼20正式服役。东风－17弹道导弹研制成功，我国在高超音速武器方面走在前列。,国防科技,2,国防科技,国防科技,创新
,高超音速,1,高超音速,高超音速,发展
,首艘,1,20,20,我国
,重大成就,1,17,17,重大
,重大,1,首艘,首艘,支撑
,航母,1,重大成就,重大成就,方面
,第五代,1,第五代,第五代,取得
,研制成功,1,航母,航母,有力
,研制,1,研制成功,研制成功,前列
,武器装备,1,弹道导弹,弹道导弹,国防科技
,武器,1,战机,战机,研制
,正式,1,下水,下水,重大成就
,服役,1,武器装备,武器装备,武器
,有力,1,东风,东风,20
,方面,1,国产,国产,武器装备
,支撑,1,,,
,战机,1,,,
,我国,1,,,
,弹道导弹,1,,,
,国产,1,,,
,取得,1,,,
,发展,1,,,
,前列,1,,,
,创新,1,,,
,东风,1,,,
,下水,1,,,
,20,1,,,
,17,1,,,
,,,,,
实践证明，我国自主创新事业是大有可为的！我国广大科技工作者是大有作为的！我国广大科技工作者要以与时俱进的精神、革故鼎新的勇气、坚忍不拔的定力，面向世界科技前沿、面向经济主战场、面向国家重大需求、面向人民生命健康，把握大势、抢占先机，直面问题、迎难而上，肩负起时代赋予的重任，努力实现高水平科技自立自强！,面向,3,面向,面向,创新
,科技,3,科技,科技,科技
,我国,3,工作者,工作者,经济
,广大,2,我国,我国,国家
,工作者,2,科技前沿,科技前沿,我国
,高水平,1,自立自强,自立自强,自主
,革故鼎新,1,广大,广大,重大
,面向世界,1,革故鼎新,革故鼎新,问题
,需求,1,坚忍不拔,坚忍不拔,工作者
,问题,1,面向世界,面向世界,人民
,重大,1,大有可为,大有可为,广大
,重任,1,定力,定力,精神
,迎难而上,1,迎难而上,迎难而上,需求
,赋予,1,肩负起,肩负起,健康
,自立自强,1,大有作为,大有作为,把握
,自主,1,,,
,肩负起,1,,,
,经济,1,,,
,精神,1,,,
,科技前沿,1,,,
,直面,1,,,
,生命,1,,,
,时代,1,,,
,抢占,1,,,
,把握,1,,,
,实践证明,1,,,
,定力,1,,,
,大有可为,1,,,
,大有作为,1,,,
,大势,1,,,
,坚忍不拔,1,,,
,国家,1,,,
,勇气,1,,,
,努力实现,1,,,
,创新,1,,,
,先机,1,,,
,健康,1,,,
,人民,1,,,
,事业,1,,,
,主战场,1,,,
,与时俱进,1,,,
,,,,,
当今世界百年未有之大变局加速演进，国际环境错综复杂，世界经济陷入低迷期，全球产业链供应链面临重塑，不稳定性不确定性明显增加。新冠肺炎疫情影响广泛深远，逆全球化、单边主义、保护主义思潮暗流涌动。科技创新成为国际战略博弈的主要战场，围绕科技制高点的竞争空前激烈。我们必须保持强烈的忧患意识，做好充分的思想准备和工作准备。,科技,2,大变局,大变局,创新
,国际,2,新冠,新冠,科技
,准备,2,单边主义,单边主义,经济
,面临,1,科技,科技,我们
,陷入,1,忧患意识,忧患意识,世界
,错综复杂,1,准备,准备,战略
,重塑,1,不稳定性,不稳定性,国际
,肺炎,1,重塑,重塑,全球
,经济,1,供应链,供应链,工作
,竞争,1,演进,演进,成为
,空前,1,暗流,暗流,必须
,百年,1,明显增加,明显增加,环境
,疫情,1,当今世界,当今世界,疫情
,环境,1,国际,国际,围绕
,激烈,1,错综复杂,错综复杂,产业链
,演进,1,,,
,深远,1,,,
,涌动,1,,,
,未有,1,,,
,暗流,1,,,
,明显增加,1,,,
,新冠,1,,,
,战略,1,,,
,战场,1,,,
,我们,1,,,
,成为,1,,,
,思潮,1,,,
,思想,1,,,
,忧患意识,1,,,
,必须,1,,,
,影响,1,,,
,当今世界,1,,,
,强烈,1,,,
,广泛,1,,,
,工作,1,,,
,大变局,1,,,
,围绕,1,,,
,博弈,1,,,
,单边主义,1,,,
,加速,1,,,
,制高点,1,,,
,创新,1,,,
,全球化,1,,,
,全球,1,,,
,充分,1,,,
,做好,1,,,
,保持,1,,,
,保护主义,1,,,
,供应链,1,,,
,低迷,1,,,
,产业链,1,,,
,主要,1,,,
,世界,1,,,
,不稳定性,1,,,
,不确定性,1,,,
,,,,,
当前，新一轮科技革命和产业变革突飞猛进，科学研究范式正在发生深刻变革，学科交叉融合不断发展，科学技术和经济社会发展加速渗透融合。科技创新广度显著加大，宏观世界大至天体运行、星系演化、宇宙起源，微观世界小至基因编辑、粒子结构、量子调控，都是当今世界科技发展的最前沿。科技创新深度显著加深，深空探测成为科技竞争的制高点，深海、深地探测为人类认识自然不断拓展新的视野。科技创新速度显著加快，以信息技术、人工智能为代表的新兴科技快速发展，大大拓展了时间、空间和人们认知范围，人类正在进入一个“人机物”三元融合的万物智能互联时代。生物科学基础研究和应用研究快速发展。科技创新精度显著加强，对生物大分子和基因的研究进入精准调控阶段，从认识生命、改造生命走向合成生命、设计生命，在给人类带来福祉的同时，也带来生命伦理的挑战。,科技,8,科技,科技,创新
,生命,5,生命,生命,科技
,发展,5,显著,显著,发展
,显著,4,创新,创新,加快
,创新,4,融合,融合,加强
,融合,3,发展,发展,产业
,研究,3,人类,人类,研究
,人类,3,基因,基因,基础
,进入,2,探测,探测,人类
,调控,2,变革,变革,人工智能
,认识,2,拓展,拓展,融合
,正在,2,调控,调控,不断
,探测,2,研究,研究,变革
,拓展,2,深空,深空,应用
,快速,2,宏观世界,宏观世界,科学技术
,带来,2,,,
,基因,2,,,
,变革,2,,,
,不断,2,,,
,革命,1,,,
,阶段,1,,,
,量子,1,,,
,速度,1,,,
,运行,1,,,
,起源,1,,,
,走向,1,,,
,设计,1,,,
,认知,1,,,
,视野,1,,,
,范式,1,,,
,范围,1,,,
,自然,1,,,
,编辑,1,,,
,结构,1,,,
,经济社会,1,,,
,精度,1,,,
,精准,1,,,
,粒子,1,,,
,竞争,1,,,
,突飞猛进,1,,,
,空间,1,,,
,科学研究,1,,,
,科学技术,1,,,
,福祉,1,,,
,生物科学,1,,,
,生物,1,,,
,演化,1,,,
,渗透,1,,,
,深空,1,,,
,深海,1,,,
,深度,1,,,
,深地,1,,,
,深刻,1,,,
,最前沿,1,,,
,智能,1,,,
,星系,1,,,
,时间,1,,,
,时代,1,,,
,新兴,1,,,
,新一轮,1,,,
,改造,1,,,
,挑战,1,,,
,成为,1,,,
,微观世界,1,,,
,当前,1,,,
,当今世界,1,,,
,应用,1,,,
,广度,1,,,
,小至,1,,,
,宏观世界,1,,,
,宇宙,1,,,
,学科,1,,,
,天体,1,,,
,大至,1,,,
,大大,1,,,
,大分子,1,,,
,基础,1,,,
,同时,1,,,
,合成,1,,,
,发生,1,,,
,加速,1,,,
,加深,1,,,
,加快,1,,,
,加强,1,,,
,加大,1,,,
,制高点,1,,,
,信息技术,1,,,
,伦理,1,,,
,代表,1,,,
,人机,1,,,
,人工智能,1,,,
,人们,1,,,
,产业,1,,,
,交叉,1,,,
,互联,1,,,
,三元,1,,,
,万物,1,,,
,一个,1,,,
,,,,,
经过多年努力，我国科技整体水平大幅提升，我们完全有基础、有底气、有信心、有能力抓住新一轮科技革命和产业变革的机遇，乘势而上，大展宏图。同时，也要看到，我国原始创新能力还不强，创新体系整体效能还不高，科技创新资源整合还不够，科技创新力量布局有待优化，科技投入产出效益较低，科技人才队伍结构有待优化，科技评价体系还不适应科技发展要求，科技生态需要进一步完善。这些问题，很多是长期存在的难点，需要继续下大气力加以解决。,科技,9,科技,科技,创新
,创新,3,创新,创新,科技
,需要,2,有待,有待,发展
,有待,2,优化,优化,我国
,整体,2,乘势而上,乘势而上,产业
,我国,2,大展宏图,大展宏图,我们
,体系,2,下大,下大,基础
,优化,2,体系,体系,体系
,革命,1,加以解决,加以解决,提升
,难点,1,投入产出,投入产出,问题
,问题,1,整体,整体,能力
,长期存在,1,人才队伍,人才队伍,变革
,适应,1,我国,我国,创新能力
,进一步,1,长期存在,长期存在,水平
,这些,1,难点,难点,需要
,资源整合,1,,,
,评价,1,,,
,要求,1,,,
,能力,1,,,
,继续,1,,,
,结构,1,,,
,经过,1,,,
,看到,1,,,
,生态,1,,,
,水平,1,,,
,气力,1,,,
,机遇,1,,,
,新一轮,1,,,
,效能,1,,,
,效益,1,,,
,提升,1,,,
,投入产出,1,,,
,抓住,1,,,
,我们,1,,,
,很多,1,,,
,底气,1,,,
,布局,1,,,
,完善,1,,,
,完全,1,,,
,大幅,1,,,
,大展宏图,1,,,
,多年,1,,,
,基础,1,,,
,同时,1,,,
,变革,1,,,
,发展,1,,,
,原始,1,,,
,努力,1,,,
,加以解决,1,,,
,力量,1,,,
,创新能力,1,,,
,信心,1,,,
,人才队伍,1,,,
,产业,1,,,
,乘势而上,1,,,
,不强,1,,,
,不够,1,,,
,下大,1,,,
,,,,,
党的十九大确立了到2035年跻身创新型国家前列的战略目标，党的十九届五中全会提出了坚持创新在我国现代化建设全局中的核心地位，把科技自立自强作为国家发展的战略支撑。立足新发展阶段、贯彻新发展理念、构建新发展格局、推动高质量发展，必须深入实施科教兴国战略、人才强国战略、创新驱动发展战略，完善国家创新体系，加快建设科技强国，实现高水平科技自立自强。,发展,6,自立自强,自立自强,创新
,战略,4,战略,战略,科技
,科技,3,发展,发展,发展
,国家,3,十九,十九,建设
,创新,3,科技,科技,国家
,自立自强,2,创新,创新,推动
,强国,2,强国,强国,加快
,建设,2,科教兴国,科教兴国,我国
,十九,2,国家,国家,人才
,高质量,1,2035,2035,战略
,高水平,1,建设,建设,实现
,驱动,1,五中全会,五中全会,体系
,阶段,1,高质量,高质量,坚持
,跻身,1,跻身,跻身,支撑
,贯彻,1,战略目标,战略目标,必须
,立足,1,,,
,科教兴国,1,,,
,确立,1,,,
,理念,1,,,
,现代化,1,,,
,深入,1,,,
,格局,1,,,
,核心,1,,,
,构建,1,,,
,支撑,1,,,
,提出,1,,,
,推动,1,,,
,战略目标,1,,,
,我国,1,,,
,必须,1,,,
,实现,1,,,
,实施,1,,,
,完善,1,,,
,坚持,1,,,
,地位,1,,,
,加快,1,,,
,前列,1,,,
,创新型,1,,,
,全局,1,,,
,作为,1,,,
,体系,1,,,
,人才,1,,,
,五中全会,1,,,
,2035,1,,,
,,,,,
加强原创性、引领性科技攻关，坚决打赢关键核心技术攻坚战。科技立则民族立，科技强则国家强。加强基础研究是科技自立自强的必然要求，是我们从未知到已知、从不确定性到确定性的必然选择。要加快制定基础研究十年行动方案。基础研究要勇于探索、突出原创，推进对宇宙演化、意识本质、物质结构、生命起源等的探索和发现，拓展认识自然的边界，开辟新的认知疆域。基础研究更要应用牵引、突破瓶颈，从经济社会发展和国家安全面临的实际问题中凝练科学问题，弄通“卡脖子”技术的基础理论和技术原理。要加大基础研究财政投入力度、优化支出结构，对企业基础研究投入实行税收优惠，鼓励社会以捐赠和建立基金等方式多渠道投入，形成持续稳定的投入机制。,研究,6,基础,基础,科技
,基础,6,研究,研究,发展
,科技,3,投入,投入,技术
,投入,3,科技,科技,国家
,问题,2,自立自强,自立自强,加快
,结构,2,弄通,弄通,加强
,技术,2,卡脖子,卡脖子,我们
,国家,2,原创性,原创性,科学
,加强,2,立则,立则,企业
,鼓励,1,强则,强则,研究
,面临,1,勇于探索,勇于探索,基础
,边界,1,加强,加强,社会
,起源,1,凝练,凝练,关键
,财政投入,1,科技攻关,科技攻关,推进
,认识,1,攻坚战,攻坚战,突破
,认知,1,,,
,要求,1,,,
,行动,1,,,
,自立自强,1,,,
,自然,1,,,
,经济社会,1,,,
,立则,1,,,
,突破,1,,,
,突出,1,,,
,稳定,1,,,
,税收,1,,,
,科技攻关,1,,,
,科学,1,,,
,社会,1,,,
,确定性,1,,,
,疆域,1,,,
,生命,1,,,
,瓶颈,1,,,
,牵引,1,,,
,物质,1,,,
,演化,1,,,
,民族,1,,,
,核心技术,1,,,
,机制,1,,,
,本质,1,,,
,未知,1,,,
,更要,1,,,
,方案,1,,,
,方式,1,,,
,攻坚战,1,,,
,支出,1,,,
,推进,1,,,
,探索,1,,,
,捐赠,1,,,
,持续,1,,,
,拓展,1,,,
,打赢,1,,,
,我们,1,,,
,意识,1,,,
,必然选择,1,,,
,必然,1,,,
,形成,1,,,
,强则,1,,,
,引领,1,,,
,弄通,1,,,
,开辟,1,,,
,建立,1,,,
,应用,1,,,
,已知,1,,,
,实际,1,,,
,实行,1,,,
,安全,1,,,
,宇宙,1,,,
,多渠道,1,,,
,基金,1,,,
,基础理论,1,,,
,坚决,1,,,
,发现,1,,,
,发展,1,,,
,原理,1,,,
,原创性,1,,,
,原创,1,,,
,卡脖子,1,,,
,十年,1,,,
,勇于探索,1,,,
,加快,1,,,
,加大,1,,,
,力度,1,,,
,制定,1,,,
,凝练,1,,,
,关键,1,,,
,优惠,1,,,
,优化,1,,,
,企业,1,,,
,不确定性,1,,,
,,,,,
科技攻关要坚持问题导向，奔着最紧急、最紧迫的问题去。要从国家急迫需要和长远需求出发，在石油天然气、基础原材料、高端芯片、工业软件、农作物种子、科学试验用仪器设备、化学制剂等方面关键核心技术上全力攻坚，加快突破一批药品、医疗器械、医用设备、疫苗等领域关键核心技术。要在事关发展全局和国家安全的基础核心领域，瞄准人工智能、量子信息、集成电路、先进制造、生命健康、脑科学、生物育种、空天科技、深地深海等前沿领域，前瞻部署一批战略性、储备性技术研发项目，瞄准未来科技和产业发展的制高点。要优化财政科技投入，重点投向战略性、关键性领域。,领域,4,领域,领域,科技
,科技,3,核心技术,核心技术,发展
,问题,2,科技,科技,技术
,瞄准,2,瞄准,瞄准,国家
,核心技术,2,战略性,战略性,加快
,战略性,2,脑科学,脑科学,产业
,基础,2,一批,一批,领域
,国家,2,关键,关键,基础
,发展,2,空天,空天,关键
,关键,2,深地,深地,坚持
,一批,2,科学试验,科学试验,突破
,高端,1,科技攻关,科技攻关,核心技术
,项目,1,仪器设备,仪器设备,问题
,需要,1,攻坚,攻坚,人工智能
,需求,1,基础,基础,方面
,集成电路,1,,,
,长远,1,,,
,量子,1,,,
,重点,1,,,
,部署,1,,,
,软件,1,,,
,财政,1,,,
,设备,1,,,
,药品,1,,,
,芯片,1,,,
,脑科学,1,,,
,育种,1,,,
,紧迫,1,,,
,紧急,1,,,
,突破,1,,,
,空天,1,,,
,科技攻关,1,,,
,科学试验,1,,,
,种子,1,,,
,研发,1,,,
,石油,1,,,
,疫苗,1,,,
,生物,1,,,
,生命,1,,,
,深海,1,,,
,深地,1,,,
,核心,1,,,
,未来,1,,,
,方面,1,,,
,攻坚,1,,,
,投向,1,,,
,投入,1,,,
,技术,1,,,
,急迫,1,,,
,工业,1,,,
,导向,1,,,
,安全,1,,,
,天然气,1,,,
,坚持,1,,,
,原材料,1,,,
,医疗器械,1,,,
,医用,1,,,
,化学,1,,,
,加快,1,,,
,前瞻,1,,,
,前沿,1,,,
,制高点,1,,,
,制造,1,,,
,制剂,1,,,
,出发,1,,,
,农作物,1,,,
,关键性,1,,,
,全局,1,,,
,全力,1,,,
,先进,1,,,
,储备,1,,,
,健康,1,,,
,信息,1,,,
,优化,1,,,
,仪器设备,1,,,
,人工智能,1,,,
,产业,1,,,
,事关,1,,,
,,,,,
创新链产业链融合，关键是要确立企业创新主体地位。要增强企业创新动力，正向激励企业创新，反向倒逼企业创新。要发挥企业出题者作用，推进重点项目协同和研发活动一体化，加快构建龙头企业牵头、高校院所支撑、各创新主体相互协同的创新联合体，发展高效强大的共性技术供给体系，提高科技成果转移转化成效。,创新,7,创新,创新,创新
,企业,5,企业,企业,发展
,协同,2,协同,协同,技术
,主体,2,出题者,出题者,加快
,龙头企业,1,主体,主体,企业
,高校,1,院所,院所,体系
,高效,1,科技成果,科技成果,关键
,院所,1,倒逼,倒逼,推进
,重点项目,1,共性,共性,发挥
,转移,1,联合体,联合体,提高
,转化,1,重点项目,重点项目,作用
,融合,1,反向,反向,融合
,联合体,1,牵头,牵头,支撑
,科技成果,1,正向,正向,增强
