原句,分词,词频,关键词(TF-IDF),关键词(TextRank),关键词(我们的方法)
,成果,1,,,
,戈登,1,,,
,开发,1,,,
,应用,1,,,
,工程,1,,,
,导航,1,,,
,嫦娥,1,,,
,太湖,1,,,
,天然气,1,,,
,天宫,1,,,
,大型,1,,,
,国家,1,,,
,取得,1,,,
,压水堆,1,,,
,北斗,1,,,
,勘查,1,,,
,催化,1,,,
,之冠,1,,,
,之光,1,,,
,10,1,,,
,,,,,
我们着力引领产业向中高端迈进，复兴号高速列车迈出从追赶到领跑的关键一步，超超临界燃煤发电、特高压输变电、杂交水稻、海水稻等世界领先，移动通信、语音识别、新能源汽车、第三代核电“华龙一号”、掘进装备等跻身世界前列，集成电路制造、C919大型客机、高档数控机床、大型船舶制造装备等加快追赶国际先进水平，龙门五轴机床、8万吨模锻压力机等装备填补多项国内空白，自主研发的人工智能深度学习芯片实现商业化应用，超导磁共振等医疗器械实现国产化替代，重大传染病防控和疫苗研制、重大新药创制等有力改善民生福祉。,装备,3,装备,装备,加快
,重大,2,追赶,追赶,产业
,追赶,2,水稻,水稻,我们
,水稻,2,模锻,模锻,世界
,实现,2,复兴号,复兴号,国际
,大型,2,C919,C919,自主
,制造,2,五轴,五轴,实现
,龙门,1,压力机,压力机,关键
,高速,1,大型,大型,重大
,高端,1,制造,制造,人工智能
,高档,1,世界领先,世界领先,应用
,领跑,1,超临界,超临界,水平
,集成电路,1,重大,重大,研发
,防控,1,输变电,输变电,引领
,通信,1,数控机床,数控机床,先进
,迈进,1,,,
,迈出,1,,,
,输变电,1,,,
,跻身,1,,,
,超导,1,,,
,超临界,1,,,
,语音,1,,,
,识别,1,,,
,芯片,1,,,
,船舶,1,,,
,自主,1,,,
,第三代,1,,,
,空白,1,,,
,移动,1,,,
,福祉,1,,,
,磁共振,1,,,
,研发,1,,,
,研制,1,,,
,着力,1,,,
,疫苗,1,,,
,特高压,1,,,
,燃煤,1,,,
,深度,1,,,
,汽车,1,,,
,水平,1,,,
,民生,1,,,
,模锻,1,,,
,核电,1,,,
,杂交,1,,,
,机床,1,,,
,有力,1,,,
,替代,1,,,
,新药,1,,,
,新能源,1,,,
,数控机床,1,,,
,改善,1,,,
,掘进,1,,,
,我们,1,,,
,引领,1,,,
,应用,1,,,
,客机,1,,,
,学习,1,,,
,多项,1,,,
,复兴号,1,,,
,填补,1,,,
,国际,1,,,
,国内,1,,,
,国产化,1,,,
,商业化,1,,,
,发电,1,,,
,压力机,1,,,
,华龙,1,,,
,医疗器械,1,,,
,加快,1,,,
,前列,1,,,
,创制,1,,,
,列车,1,,,
,关键,1,,,
,先进,1,,,
,传染病,1,,,
,人工智能,1,,,
,产业,1,,,
,五轴,1,,,
,世界领先,1,,,
,世界,1,,,
,万吨,1,,,
,一步,1,,,
,一号,1,,,
,C919,1,,,
,,,,,
我们着力完善国家创新体系，国家技术创新中心、国家重点实验室等创新基地形成系统布局，在科技计划管理、成果转化、评价奖励等方面大胆改革，企业创新主体地位和主导作用显著增强，科技创新人才加速集聚成长。,创新,4,创新,创新,创新
,国家,3,国家,国家,科技
,科技,2,科技,科技,国家
,集聚,1,主导作用,主导作用,我们
,重点,1,技术创新,技术创新,人才
,转化,1,集聚,集聚,企业
,评价,1,奖励,奖励,体系
,计划,1,实验室,实验室,形成
,系统,1,着力,着力,成果
,管理,1,大胆,大胆,方面
,着力,1,显著,显著,增强
,显著,1,评价,评价,改革
,方面,1,成果,成果,完善
,改革,1,人才,人才,重点
,技术创新,1,布局,布局,转化
,我们,1,,,
,成长,1,,,
,成果,1,,,
,形成,1,,,
,布局,1,,,
,实验室,1,,,
,完善,1,,,
,奖励,1,,,
,大胆,1,,,
,增强,1,,,
,基地,1,,,
,地位,1,,,
,加速,1,,,
,体系,1,,,
,企业,1,,,
,人才,1,,,
,主导作用,1,,,
,主体,1,,,
,中心,1,,,
,,,,,
我们着力推动经济建设和国防建设融合发展，深化国防科技工业体制改革，提高军民协同创新能力，完善军民协同创新机制。,协同,2,协同,协同,创新
,军民,2,军民,军民,发展
,融合,1,国防科技,国防科技,建设
,经济,1,国防建设,国防建设,经济
,着力,1,创新能力,创新能力,推动
,深化,1,体制改革,体制改革,我们
,机制,1,着力,着力,提高
,提高,1,深化,深化,融合
,推动,1,融合,融合,创新能力
,我们,1,机制,机制,机制
,建设,1,完善,完善,完善
,工业,1,创新,创新,深化
,完善,1,推动,推动,协同
,国防科技,1,工业,工业,着力
,国防建设,1,建设,建设,工业
,发展,1,,,
,创新能力,1,,,
,创新,1,,,
,体制改革,1,,,
,,,,,
进入21世纪以来，全球科技创新进入空前密集活跃的时期，新一轮科技革命和产业变革正在重构全球创新版图、重塑全球经济结构。以人工智能、量子信息、移动通信、物联网、区块链为代表的新一代信息技术加速突破应用，以合成生物学、基因编辑、脑科学、再生医学等为代表的生命科学领域孕育新的变革，融合机器人、数字化、新材料的先进制造技术正在加速推进制造业向智能化、服务化、绿色化转型，以清洁高效可持续为目标的能源技术加速发展将引发全球能源变革，空间和海洋技术正在拓展人类生存发展新疆域。,全球,4,变革,变革,创新
,正在,3,全球,全球,科技
,变革,3,加速,加速,发展
,加速,3,正在,正在,技术
,进入,2,脑科学,脑科学,经济
,科技,2,21,21,产业
,技术,2,链为,链为,领域
,发展,2,服务化,服务化,推进
,创新,2,科技,科技,全球
,代表,2,区块,区块,人类
,高效,1,创新,创新,突破
,领域,1,重构,重构,人工智能
,革命,1,能源技术,能源技术,融合
,链为,1,代表,代表,变革
,量子,1,重塑,重塑,应用
,重构,1,,,
,重塑,1,,,
,通信,1,,,
,转型,1,,,
,融合,1,,,
,脑科学,1,,,
,能源技术,1,,,
,能源,1,,,
,联网,1,,,
,编辑,1,,,
,绿色,1,,,
,结构,1,,,
,经济,1,,,
,突破,1,,,
,空间,1,,,
,空前,1,,,
,移动,1,,,
,目标,1,,,
,疆域,1,,,
,生物学,1,,,
,生存,1,,,
,生命科学,1,,,
,版图,1,,,
,清洁,1,,,
,海洋,1,,,
,活跃,1,,,
,材料,1,,,
,机器人,1,,,
,服务化,1,,,
,智能化,1,,,
,时期,1,,,
,新一轮,1,,,
,新一代,1,,,
,数字化,1,,,
,推进,1,,,
,持续,1,,,
,拓展,1,,,
,引发,1,,,
,应用,1,,,
,密集,1,,,
,孕育,1,,,
,基因,1,,,
,合成,1,,,
,医学,1,,,
,区块,1,,,
,制造业,1,,,
,制造,1,,,
,再生,1,,,
,先进,1,,,
,信息技术,1,,,
,信息,1,,,
,以来,1,,,
,人类,1,,,
,人工智能,1,,,
,产业,1,,,
,世纪,1,,,
,21,1,,,
,,,,,
信息、生命、制造、能源、空间、海洋等的原创突破为前沿技术、颠覆性技术提供了更多创新源泉，学科之间、科学和技术之间、技术之间、自然科学和人文社会科学之间日益呈现交叉融合趋势，科学技术从来没有像今天这样深刻影响着国家前途命运，从来没有像今天这样深刻影响着人民生活福祉。,之间,4,深刻影响,深刻影响,创新
,技术,3,之间,之间,技术
,这样,2,技术,技术,国家
,深刻影响,2,从来,从来,科学
,没有,2,前沿技术,前沿技术,突破
,从来,2,颠覆性,颠覆性,融合
,今天,2,福祉,福祉,人民
,颠覆性,1,今天,今天,科学技术
,趋势,1,人文,人文,提供
,融合,1,源泉,源泉,海洋
,自然科学,1,社会科学,社会科学,生活
,能源,1,自然科学,自然科学,能源
,突破,1,交叉,交叉,制造
,空间,1,前途,前途,生命
,科学技术,1,这样,这样,命运
,科学,1,,,
,福祉,1,,,
,社会科学,1,,,
,生活,1,,,
,生命,1,,,
,源泉,1,,,
,海洋,1,,,
,日益,1,,,
,提供,1,,,
,学科,1,,,
,国家,1,,,
,命运,1,,,
,呈现,1,,,
,原创,1,,,
,前途,1,,,
,前沿技术,1,,,
,制造,1,,,
,创新,1,,,
,信息,1,,,
,人民,1,,,
,人文,1,,,
,交叉,1,,,
,,,,,
我国科技领域仍然存在一些亟待解决的突出问题，特别是同党的十九大提出的新任务新要求相比，我国科技在视野格局、创新能力、资源配置、体制政策等方面存在诸多不适应的地方。我国基础科学研究短板依然突出，企业对基础研究重视不够，重大原创性成果缺乏，底层基础技术、基础工艺能力不足，工业母机、高端芯片、基础软硬件、开发平台、基本算法、基础元器件、基础材料等瓶颈仍然突出，关键核心技术受制于人的局面没有得到根本性改变。,基础,6,基础,基础,科技
,突出,3,突出,突出,技术
,我国,3,我国,我国,我国
,研究,2,母机,母机,企业
,存在,2,原创性,原创性,研究
,仍然,2,科技领域,科技领域,基础
,高端,1,亟待解决,亟待解决,关键
,问题,1,受制于人,受制于人,重大
,重视,1,短板,短板,核心技术
,重大,1,基础科学,基础科学,问题
,适应,1,同党,同党,能力
,软硬件,1,仍然,仍然,成果
,资源配置,1,软硬件,软硬件,创新能力
,诸多,1,十九,十九,方面
,视野,1,存在,存在,政策
,要求,1,,,
,芯片,1,,,
,能力,1,,,
,缺乏,1,,,
,算法,1,,,
,科技领域,1,,,
,科技,1,,,
,短板,1,,,
,相比,1,,,
,瓶颈,1,,,
,特别,1,,,
,没有,1,,,
,母机,1,,,
,格局,1,,,
,根本性,1,,,
,核心技术,1,,,
,材料,1,,,
,方面,1,,,
,政策,1,,,
,改变,1,,,
,提出,1,,,
,技术,1,,,
,成果,1,,,
,得到,1,,,
,开发,1,,,
,底层,1,,,
,平台,1,,,
,工艺,1,,,
,工业,1,,,
,局面,1,,,
,基础科学,1,,,
,基本,1,,,
,地方,1,,,
,同党,1,,,
,受制于人,1,,,
,原创性,1,,,
,十九,1,,,
,创新能力,1,,,
,关键,1,,,
,元器件,1,,,
,依然,1,,,
,体制,1,,,
,企业,1,,,
,任务,1,,,
,亟待解决,1,,,
,不足,1,,,
,不够,1,,,
,一些,1,,,
,,,,,
我国技术研发聚焦产业发展瓶颈和需求不够，以全球视野谋划科技开放合作还不够，科技成果转化能力不强。我国人才发展体制机制还不完善，激发人才创新创造活力的激励机制还不健全，顶尖人才和团队比较缺乏。我国科技管理体制还不能完全适应建设世界科技强国的需要，科技体制改革许多重大决策落实还没有形成合力，科技创新政策与经济、产业政策的统筹衔接还不够，全社会鼓励创新、包容创新的机制和环境有待优化。,科技,4,科技,科技,创新
,创新,4,创新,创新,科技
,我国,3,人才,人才,发展
,人才,3,不够,不够,技术
,不够,3,我国,我国,建设
,机制,2,机制,机制,经济
,发展,2,科技体制,科技体制,我国
,鼓励,1,科技成果,科技成果,产业
,顶尖,1,激励机制,激励机制,合作
,需要,1,包容,包容,人才
,需求,1,管理体制,管理体制,世界
,重大,1,顶尖,顶尖,社会
,适应,1,谋划,谋划,重大
,转化,1,衔接,衔接,全球
,谋划,1,产业政策,产业政策,形成
,许多,1,,,
,视野,1,,,
,衔接,1,,,
,落实,1,,,
,能力,1,,,
,聚焦,1,,,
,缺乏,1,,,
,统筹,1,,,
,经济,1,,,
,管理体制,1,,,
,科技成果,1,,,
,科技体制,1,,,
,社会,1,,,
,研发,1,,,
,瓶颈,1,,,
,环境,1,,,
,激发,1,,,
,激励机制,1,,,
,活力,1,,,
,没有,1,,,
,比较,1,,,
,有待,1,,,
,政策,1,,,
,改革,1,,,
,技术,1,,,
,形成,1,,,
,强国,1,,,
,开放,1,,,
,建设,1,,,
,完善,1,,,
,完全,1,,,
,团队,1,,,
,合力,1,,,
,合作,1,,,
,包容,1,,,
,创造,1,,,
,决策,1,,,
,全球,1,,,
,健全,1,,,
,体制,1,,,
,优化,1,,,
,产业政策,1,,,
,产业,1,,,
,世界,1,,,
,不能,1,,,
,,,,,
这些年来，在党中央坚强领导下，在全国科技界和社会各界共同努力下，我国科技事业密集发力、加速跨越，实现了历史性、整体性、格局性重大变化，重大创新成果竞相涌现，一些前沿方向开始进入并行、领跑阶段，科技实力正处于从量的积累向质的飞跃、点的突破向系统能力提升的重要时期。,重大,2,发力,发力,创新
,飞跃,1,从量,从量,科技
,领跑,1,向质,向质,我国
,领导,1,科技事业,科技事业,重要
,阶段,1,重大,重大,实现
,重要,1,科技界,科技界,重大
,进入,1,整体性,整体性,突破
,这些年来,1,领跑,领跑,提升
,跨越,1,竞相,竞相,能力
,能力,1,飞跃,飞跃,成果
,系统,1,这些年来,这些年来,方向
,竞相,1,共同努力,共同努力,前沿
,突破,1,前沿,前沿,领导
,积累,1,历史性,历史性,全国
,科技界,1,并行,并行,进入
,科技事业,1,,,
,科技,1,,,
,社会各界,1,,,
,涌现,1,,,
,格局,1,,,
,时期,1,,,
,方向,1,,,
,整体性,1,,,
,提升,1,,,
,我国,1,,,
,成果,1,,,
,开始,1,,,
,并行,1,,,
,密集,1,,,
,实现,1,,,
,实力,1,,,
,处于,1,,,
,坚强,1,,,
,向质,1,,,
,变化,1,,,
,发力,1,,,
,历史性,1,,,
,加速,1,,,
,前沿,1,,,
,创新,1,,,
,共同努力,1,,,
,全国,1,,,
,党中央,1,,,
,从量,1,,,
,一些,1,,,
,,,,,
各级党委和政府对院士们要政治上关怀、工作上支持、生活上关心，当好后勤部长。要做好退休院士工作，保证他们的待遇和礼遇，鼓励他们继续发挥作用。希望退下来的院士们在身体条件允许的情况下，继续在传播科学知识上学为人师、在弘扬科学精神上身体力行，积极为国家发展建言献策、为科技进步贡献智慧。,院士,3,院士,院士,发展
,继续,2,人师,人师,国家
,工作,2,后勤部长,后勤部长,科学
,他们,2,建言献策,建言献策,工作
,鼓励,1,身体力行,身体力行,支持
,退休,1,当好,当好,积极
,退下来,1,各级党委,各级党委,精神
,身体力行,1,退下来,退下来,希望
,身体,1,科技进步,科技进步,贡献
,贡献,1,科学知识,科学知识,鼓励
,精神,1,礼遇,礼遇,院士
,积极,1,弘扬,弘扬,生活
,科技进步,1,关怀,关怀,继续
,科学知识,1,继续,继续,政府
,科学,1,工作,工作,智慧
,礼遇,1,,,
,生活,1,,,
,条件,1,,,
,智慧,1,,,
,政治,1,,,
,政府,1,,,
,支持,1,,,
,情况,1,,,
,待遇,1,,,
,当好,1,,,
,弘扬,1,,,
,建言献策,1,,,
,希望,1,,,
,国家,1,,,
,后勤部长,1,,,
,各级党委,1,,,
,发挥作用,1,,,
,发展,1,,,
,关怀,1,,,
,关心,1,,,
,允许,1,,,
,做好,1,,,
,保证,1,,,
,传播,1,,,
,人师,1,,,
,上学,1,,,
,,,,,
中国共产党领导是中国特色科技创新事业不断前进的根本政治保证。我们要坚持和加强党对科技事业的领导，坚持正确政治方向，动员全党全国全社会万众一心为实现建设世界科技强国的目标而努力奋斗。各级党委和政府、各部门各单位要把思想和行动统一到党的十九大精神上来，统一到党中央对科技事业的部署上来，切实抓好落实工作。,领导,2,科技事业,科技事业,创新
,统一,2,上来,上来,科技
,科技事业,2,科技,科技,建设
,科技,2,坚持,坚持,加强
,政治,2,不断前进,不断前进,我们
,坚持,2,万众一心,万众一心,中国
,上来,2,落实工作,落实工作,世界
,部门,1,统一,统一,实现
,部署,1,努力奋斗,努力奋斗,社会
,行动,1,全党全国,全党全国,坚持
,落实工作,1,领导,领导,精神
,精神,1,各级党委,各级党委,强国
,社会,1,政治,政治,政府
,目标,1,十九,十九,方向
,特色,1,抓好,抓好,领导
,正确,1,,,
,根本,1,,,
,方向,1,,,
,政府,1,,,
,抓好,1,,,
,我们,1,,,
,思想,1,,,
,强国,1,,,
,建设,1,,,
,实现,1,,,
,各级党委,1,,,
,单位,1,,,
,十九,1,,,
,努力奋斗,1,,,
,动员,1,,,
,加强,1,,,
,创新,1,,,
,切实,1,,,
,全党全国,1,,,
,党中央,1,,,
,保证,1,,,
,事业,1,,,
,中国共产党,1,,,
,中国,1,,,
,世界,1,,,
,不断前进,1,,,
,万众一心,1,,,
,,,,,
各级领导干部要加强学习和实践，提高科学素养，既当好领导，又成为专家，不断增强领导和推动科技创新的本领。要尊重科研规律，尊重科研管理规律，尊重科研人员意见，为科技工作者创造良好环境，服务好科技创新。,领导,3,尊重,尊重,创新
,科技,3,科技,科技,科技
,尊重,3,领导,领导,推动
,规律,2,科研,科研,加强
,科研,2,科学素养,科学素养,提高
,创新,2,规律,规律,工作者
,良好环境,1,创新,创新,不断
,管理,1,当好,当好,成为
,科研人员,1,良好环境,良好环境,增强
,科学素养,1,科研人员,科研人员,创造
,本领,1,工作者,工作者,服务
,服务,1,本领,本领,科研
,提高,1,各级,各级,管理
,推动,1,实践,实践,领导
,成为,1,干部,干部,规律
,意见,1,,,
,当好,1,,,
,干部,1,,,
,工作者,1,,,
,实践,1,,,
,学习,1,,,
,增强,1,,,
,各级,1,,,
,加强,1,,,
,创造,1,,,
,专家,1,,,
,不断,1,,,
,,,,,
中国要强盛、要复兴，就一定要大力发展科学技术，努力成为世界主要科学中心和创新高地。我们比历史上任何时期都更接近中华民族伟大复兴的目标，我们比历史上任何时期都更需要建设世界科技强国！,时期,2,复兴,复兴,创新
,我们,2,任何,任何,科技
,复兴,2,时期,时期,建设
,历史,2,历史,历史,我们
,任何,2,世界,世界,科学
,世界,2,强盛,强盛,中国
,高地,1,高地,高地,世界
,需要,1,中华民族,中华民族,科学技术
,科技,1,强国,强国,成为
,科学技术,1,大力发展,大力发展,需要
,科学,1,科学技术,科学技术,努力
,目标,1,伟大,伟大,强国
,接近,1,我们,我们,中心
,成为,1,努力,努力,目标
,强盛,1,科技,科技,历史
,强国,1,,,
,建设,1,,,
,大力发展,1,,,
,努力,1,,,
,创新,1,,,
,伟大,1,,,
,主要,1,,,
,中心,1,,,
,中国,1,,,
,中华民族,1,,,
,一定,1,,,
,,,,,
我们迎来了世界新一轮科技革命和产业变革同我国转变发展方式的历史性交汇期，既面临着千载难逢的历史机遇，又面临着差距拉大的严峻挑战。我们必须清醒认识到，有的历史性交汇期可能产生同频共振，有的历史性交汇期也可能擦肩而过。,历史性,3,交汇,交汇,科技
,交汇,3,历史性,历史性,发展
,面临,2,同频,同频,我国
,我们,2,面临,面临,产业
,可能,2,清醒认识,清醒认识,我们
,革命,1,千载难逢,千载难逢,世界
,迎来,1,擦肩而过,擦肩而过,变革
,转变,1,拉大,拉大,必须
,科技,1,共振,共振,革命
,清醒认识,1,可能,可能,新一轮
,机遇,1,严峻,严峻,转变
,方式,1,变革,变革,机遇
,新一轮,1,新一轮,新一轮,方式
,擦肩而过,1,机遇,机遇,挑战
,挑战,1,差距,差距,面临
,拉大,1,,,
,我国,1,,,
,必须,1,,,
,差距,1,,,
,同频,1,,,
,变革,1,,,
,发展,1,,,
,历史,1,,,
,千载难逢,1,,,
,共振,1,,,
,产生,1,,,
,产业,1,,,
,严峻,1,,,
,世界,1,,,
,,,,,
形势逼人，挑战逼人，使命逼人。我国广大科技工作者要把握大势、抢占先机，直面问题、迎难而上，瞄准世界科技前沿，引领科技发展方向，肩负起历史赋予的重任，勇做新时代科技创新的排头兵。,科技,3,逼人,逼人,创新
,逼人,2,科技,科技,科技
,问题,1,科技前沿,科技前沿,发展
,重任,1,形势逼人,形势逼人,我国
,迎难而上,1,迎难而上,迎难而上,世界
,赋予,1,肩负起,肩负起,问题
,肩负起,1,排头兵,排头兵,工作者
,科技前沿,1,直面,直面,广大
,瞄准,1,先机,先机,引领
,直面,1,大势,大势,方向
,时代,1,抢占,抢占,把握
,方向,1,重任,重任,时代
,排头兵,1,工作者,工作者,挑战
,挑战,1,使命,使命,历史
,抢占,1,瞄准,瞄准,科技前沿
,把握,1,,,
,我国,1,,,
,形势逼人,1,,,
,引领,1,,,
,广大,1,,,
,工作者,1,,,
,大势,1,,,
,发展,1,,,
,历史,1,,,
,创新,1,,,
,先机,1,,,
,使命,1,,,
,世界,1,,,
,,,,,
充分认识创新是第一动力，提供高质量科技供给，着力支撑现代化经济体系建设。要以提高发展质量和效益为中心，以支撑供给侧结构性改革为主线，把提高供给体系质量作为主攻方向，推动经济发展质量变革、效率变革、动力变革，显著增强我国经济质量优势。要通过补短板、挖潜力、增优势，促进资源要素高效流动和资源优化配置，推动产业链再造和价值链提升，满足有效需求和潜在需求，实现供需匹配和动态均衡发展，改善市场发展预期，提振实体经济发展信心。,发展,5,质量,质量,创新
,质量,4,变革,变革,科技
,经济,4,供给,供给,发展
,变革,3,发展,发展,建设
,供给,3,经济,经济,经济
,需求,2,挖潜力,挖潜力,推动
,资源,2,补短,补短,我国
,支撑,2,提振,提振,实现
,提高,2,体系,体系,体系
,推动,2,支撑,支撑,提高
,动力,2,动力,动力,优势
,体系,2,优势,优势,资源
,优势,2,资源,资源,提升
,高质量,1,推动,推动,促进
,高效,1,需求,需求,变革
,预期,1,,,
,配置,1,,,
,通过,1,,,
,要素,1,,,
,补短,1,,,
,结构性,1,,,
,第一,1,,,
,科技,1,,,
,着力,1,,,
,现代化,1,,,
,潜在,1,,,
,满足,1,,,
,流动,1,,,
,有效,1,,,
,显著,1,,,
,方向,1,,,
,效益,1,,,
,效率,1,,,
,改革,1,,,
,改善,1,,,
,提振,1,,,
,提升,1,,,
,提供,1,,,
,挖潜力,1,,,
,我国,1,,,
,建设,1,,,
,市场,1,,,
,实现,1,,,
,实体,1,,,
,增强,1,,,
,均衡,1,,,
,匹配,1,,,
,动态,1,,,
,创新,1,,,
,再造,1,,,
,充分认识,1,,,
,信心,1,,,
,促进,1,,,
,供需,1,,,
,作为,1,,,
,优化,1,,,
,价值链,1,,,
,产业链,1,,,
,主攻,1,,,
,为主,1,,,
,中心,1,,,
,,,,,
世界正在进入以信息产业为主导的经济发展时期。我们要把握数字化、网络化、智能化融合发展的契机，以信息化、智能化为杠杆培育新动能。要突出先导性和支柱性，优先培育和大力发展一批战略性新兴产业集群，构建产业体系新支柱。要推进互联网、大数据、人工智能同实体经济深度融合，做大做强数字经济。要以智能制造为主攻方向推动产业技术变革和优化升级，推动制造业产业模式和企业形态根本性转变，以“鼎新”带动“革故”，以增量带动存量，促进我国产业迈向全球价值链中高端。,产业,4,产业,产业,发展
,经济,3,智能化,智能化,技术
,融合,2,培育,培育,经济
,智能化,2,融合,融合,推动
,推动,2,支柱性,支柱性,我国
,带动,2,带动,带动,产业
,培育,2,先导性,先导性,我们
,发展,2,革故,革故,世界
,鼎新,1,鼎新,鼎新,企业
,高端,1,经济,经济,数字
,革故,1,推动,推动,体系
,集群,1,网络化,网络化,推进
,进入,1,价值链,价值链,全球
,迈向,1,人工智能,人工智能,促进
,转变,1,信息产业,信息产业,人工智能
,网络化,1,,,
,突出,1,,,
,深度,1,,,
,正在,1,,,
,模式,1,,,
,根本性,1,,,
,构建,1,,,
,杠杆,1,,,
,智能,1,,,
,时期,1,,,
,方向,1,,,
,新兴产业,1,,,
,数据,1,,,
,数字化,1,,,
,数字,1,,,
,支柱性,1,,,
,支柱,1,,,
,推进,1,,,
,把握,1,,,
,技术,1,,,
,战略性,1,,,
,我国,1,,,
,我们,1,,,
,形态,1,,,
,实体,1,,,
,存量,1,,,
,契机,1,,,
,大力发展,1,,,
,增量,1,,,
,变革,1,,,
,升级,1,,,
,动能,1,,,
,制造业,1,,,
,制造,1,,,
,全球,1,,,
,先导性,1,,,
,信息化,1,,,
,信息产业,1,,,
,促进,1,,,
,体系,1,,,
,优化,1,,,
,优先,1,,,
,企业,1,,,
,价值链,1,,,
,人工智能,1,,,
,互联网,1,,,
,主导,1,,,
,为主,1,,,
,世界,1,,,
,一批,1,,,
,,,,,
矢志不移自主创新，坚定创新信心，着力增强自主创新能力。只有自信的国家和民族，才能在通往未来的道路上行稳致远。树高叶茂，系于根深。自力更生是中华民族自立于世界民族之林的奋斗基点，自主创新是我们攀登世界科技高峰的必由之路。“吾心信其可行，则移山填海之难，终有成功之日；吾心信其不可行，则反掌折枝之易，亦无收效之期也。”创新从来都是九死一生，但我们必须有“亦余心之所善兮，虽九死其犹未悔”的豪情。我国广大科技工作者要有强烈的创新信心和决心，既不妄自菲薄，也不妄自尊大，勇于攻坚克难、追求卓越、赢得胜利，积极抢占科技竞争和未来发展制高点。,创新,5,创新,创新,创新
,自主,3,心信,心信,科技
,科技,3,自主,自主,发展
,未来,2,科技,科技,国家
,我们,2,可行,可行,我国
,心信,2,攻坚克难,攻坚克难,我们
,可行,2,矢志不移,矢志不移,世界
,信心,2,妄自菲薄,妄自菲薄,自主
,世界,2,信心,信心,工作者
,高峰,1,树高,树高,广大
,道路,1,根深,根深,积极
,通往,1,移山填海,移山填海,创新能力
,追求,1,反掌,反掌,必须
,赢得,1,之易,之易,增强
,豪情,1,之期,之期,未来
,虽九死,1,,,
,致远,1,,,
,自立,1,,,
,自力更生,1,,,
,自信,1,,,
,胜利,1,,,
,系于,1,,,
,竞争,1,,,
,移山填海,1,,,
,积极,1,,,
,矢志不移,1,,,
,着力,1,,,
,犹未悔,1,,,
,民族之林,1,,,
,民族,1,,,
,根深,1,,,
,树高,1,,,
,攻坚克难,1,,,
,收效,1,,,
,攀登,1,,,
,抢占,1,,,
,折枝,1,,,
,才能,1,,,
,所善,1,,,
,我国,1,,,
,成功,1,,,
,必须,1,,,
,必由之路,1,,,
,强烈,1,,,
,广大,1,,,
,工作者,1,,,
,妄自菲薄,1,,,
,妄自尊大,1,,,
,奋斗,1,,,
,增强,1,,,
,基点,1,,,
,坚定,1,,,
,国家,1,,,
,叶茂,1,,,
,只有,1,,,
,发展,1,,,
,反掌,1,,,
,卓越,1,,,
,勇于,1,,,
,制高点,1,,,
,创新能力,1,,,
,决心,1,,,
,余心,1,,,
,从来,1,,,
,九死一生,1,,,
,之难,1,,,
,之期,1,,,
,之易,1,,,
,中华民族,1,,,
,上行,1,,,
,,,,,
实践反复告诉我们，关键核心技术是要不来、买不来、讨不来的。只有把关键核心技术掌握在自己手中，才能从根本上保障国家经济安全、国防安全和其他安全。要增强“四个自信”，以关键共性技术、前沿引领技术、现代工程技术、颠覆性技术创新为突破口，敢于走前人没走过的路，努力实现关键核心技术自主可控，把创新主动权、发展主动权牢牢掌握在自己手中。,关键,4,核心技术,核心技术,创新
,核心技术,3,关键,关键,发展
,安全,3,主动权,主动权,技术
,自己,2,安全,安全,经济
,掌握,2,掌握,掌握,国家
,技术,2,买不来,买不来,我们
,手中,2,讨不来,讨不来,自主
,主动权,2,手中,手中,关键
,颠覆性,1,颠覆性,颠覆性,核心技术
,走过,1,技术,技术,增强
,讨不来,1,共性,共性,安全
,自信,1,努力实现,努力实现,现代
,自主,1,突破口,突破口,引领
,经济,1,工程技术,工程技术,保障
,突破口,1,技术创新,技术创新,技术创新
,现代,1,,,
,牢牢,1,,,
,敢于,1,,,
,技术创新,1,,,
,才能,1,,,
,我们,1,,,
,引领,1,,,
,工程技术,1,,,
,实践,1,,,
,增强,1,,,
,国防,1,,,
,国家,1,,,
,四个,1,,,
,告诉,1,,,
,可控,1,,,
,只有,1,,,
,发展,1,,,
,反复,1,,,
,努力实现,1,,,
,前沿,1,,,
,前人,1,,,
,创新,1,,,
,其他,1,,,
,共性,1,,,
,保障,1,,,
,从根本上,1,,,
,买不来,1,,,
,不来,1,,,
,,,,,
建设世界科技强国，得有标志性科技成就。要强化战略导向和目标引导，强化科技创新体系能力，加快构筑支撑高端引领的先发优势，加强对关系根本和全局的科学问题的研究部署，在关键领域、卡脖子的地方下大功夫，集合精锐力量，作出战略性安排，尽早取得突破，力争实现我国整体科技水平从跟跑向并行、领跑的战略性转变，在重要科技领域成为领跑者，在新兴前沿交叉领域成为开拓者，创造更多竞争优势。要把满足人民对美好生活的向往作为科技创新的落脚点，把惠民、利民、富民、改善民生作为科技创新的重要方向。,科技,5,科技,科技,创新
,创新,3,创新,创新,科技
,领域,2,战略性,战略性,建设
,重要,2,强化,强化,加快
,战略性,2,卡脖子,卡脖子,我国
,成为,2,科技成就,科技成就,加强
,强化,2,下大,下大,科学
,作为,2,科技领域,科技领域,领域
,优势,2,优势,优势,世界
,高端,1,领域,领域,战略
,领跑者,1,美好生活,美好生活,重要
,领跑,1,利民,利民,实现
,集合,1,落脚点,落脚点,体系
,问题,1,先发,先发,关键
